date,user,tweet
30-Mar,Lapham's Quarterly,The American Timbuctoo was a community of black abolitionists who sought a complete social and economic transformation of the U.S. It has now been all but forgotten. https://www.laphamsquarterly.org/roundtable/voices-time-american-timbuctoo …
30-Mar,Ted Boettner,In this piece by @SenCarmichaelWV Carmichael points to several economic indicators as evidence of the success of GOP leadership in WVa. Let's go through some of them to see if they are true or not. 1/12 https://www.wvgazettemail.com/opinion/gazette_opinion/editorial/mitch-carmichael-we-hope-wv-working-families-remember-gop-in/article_85758002-1601-55a5-8298-db60a0f52681.html …
30-Mar,Jack,"The poverty that #Africa faces is NOT manifestation of capitalism, or of a lack of economic viability. For the continent is the most beautiful on Earth, its minerals are near-unlimited, its oil reserves substantial and its people productive. The continent's problem is SOCIALISM."
30-Mar,Department of State,.@State_SCA Acting DAS Tom Vajda discusses the US-#India economic partnership and the significance of the first shipment of U.S. liquefied natural gas (LNG) which arrived in India today. https://go.usa.gov/xQYxG
30-Mar,Representative Elizabeth Edwards,11) Participants in the economy who benefit from economic gains associated with increased productivity and labor mobility (criminal records make it harder to obtain and switch jobs)
30-Mar,Chicago1Ray 🇺🇸,"Putin's Global Thirst while #Obama was in Office had him go into the Ukraine/ Crimea / unchecked in Syria, Yet we're told the Cold War was over ! "" All (4) elements of our power are being brought to bear on Russia "" Information/Diplomatic/Military/ economic / #TrumpEffect pic.twitter.com/7HBPXXjgsF"
30-Mar,Riad Meddeb,"The @UNDP Strategic Plan answers in integrated and specific approach to the economic, social and environmental vulnerabilities of #SIDS @ASteiner @MarDieye @SMarinescu_UNDP @RKalapurakal @AdamRogers2030 @martinfredras @ScheuerJo @UNDP @AdrianaDinupic.twitter.com/3j3s3f13AI"
30-Mar,Brutalist Media Platform,"I'm Larry Summers, Clinton's Treasury Secretary and Obama's Director of the National Economic Council. I called Trump's economic plan ""a fairy tale"" and today I stepped down from the Board of a company where the stock plummeted 87% under my guidance. https://brutalist.press/images/4173?cab741=5f667c7b-7350-42bf-94b2-03b81547ec7a …pic.twitter.com/JFILd34C0Q"
30-Mar,Julio Gonzalez jgonzalez@engineeredtaxservices.com,The positive economic momentum created by #TaxReform has been no less than miraculous. The fact our divided Republican Congress managed to pass it the most miraculous of all!
30-Mar,Will Bunch,"The last 3 years of his life, MLK moved past civil rights to a bigger canvas -- economic injustice, American militarism. Is it any wonder he paid for that with his life, 50 years ago this week. Are we finally picking up where Dr. King left off? My column: http://www.philly.com/philly/columnists/will_bunch/martin-luther-king-assassination-50th-anniversary-meaning-parkland-march-for-our-lives-20180329.html …"
30-Mar,Julia Macfarlane,"When reading about today, remember Gaza is on the brink of (further) economic collapse, salaries have not been paid, often not enough food deliveries come in per DRI for the population and Hamas rules with an iron fist, criticism met with punitive measures. Gazans cannot escape."
30-Mar,Dr Craig S Wright,"It is time to WORK. The protocol does NOT need fixing. The Protocol scales NOW! Bitcoin cash is the most secure system and is the only one that has the format required for it to become global cash. Not just maths, but the economic structures. We all need to work to make this"
30-Mar,JesseJenkins,"Good thread here on what's at stake as we lose more and more US #nuclear power plants to economic retirements... It's not about reliability. It's about CO2, climate change, and the local communities that will feel the loss of these plants most directly. https://twitter.com/ThirdWayEnergy/status/979795497056686085 …"
30-Mar,Reno Omokri,".@ProfOsinbajo, who lied that the Buhari admin had provided $2 billion to build a 2nd Niger Bridge and said Jonathan did not build any road (he built 29) has released a statement attacking @BillGates for his criticism of Buhari's economic agenda. Is his credibility up to Gate’s?"
30-Mar,Abdul Aleem Unar,"PML-N promised much but delivered little in terms of economic performance.The gap between what was said and what was done has pushed the country into a deep debt trap, increased income inequality, & an increasing number of question marks hovering over the economic outlook. pic.twitter.com/ARdf7MN46G"
30-Mar,Greg Stanton,"Thank you @SenJohnMcCain for bringing together federal, state, regional & tribal leaders to launch the next chapter of the Rio Salado: http://rioreimagined.org . Phx is excited to work with more partners to build on our efforts & bring more economic opportunities to the Salt River. pic.twitter.com/NWb8ZYjH0r"
30-Mar,Lee Drake,Why economic boycotts work better for liberals than conservatives: 1 Clinton voter = 2 Trump voters in terms of GDP share https://www.brookings.edu/blog/the-avenue/2016/11/29/another-clinton-trump-divide-high-output-america-vs-low-output-america/ …
30-Mar,Doug Jones,The Port of Mobile is responsible for thousands of jobs and billions in economic activity for Alabama. Making sure it’s growing is essential to keep building the economies of Mobile and our state as a whole. pic.twitter.com/5I4X7f862m
30-Mar,Tom Scocca,"There is no historical, economic, sociological, or video evidence that can ever convince Sullivan that racism harms black people as a group."
30-Mar,Mo Mo,"Hey guys, it's racist if you don't think the war on poverty and the Civil Rights Act were perfect and the only way to address economic progress. https://twitter.com/cjane87/status/979751092392218624 …"
30-Mar,Shane Bauer,People incessantly debate whether working class people elected Trump because of racism or “economic anxiety.” The debate is moot because it was middle class and rich people that brought him to power.
30-Mar,Greenpeace USA,Drops in solar & wind energy costs mean the economic case for fossil fuels is 'crumbling'. http://bit.ly/2J4vp03
30-Mar,Mister Minchin,"Attraction is a combo of many things - ugali, aura, physical, utak, amoy, kinks, hininga, habits, economic status, ambition, etc. And I've seen couples that match na kahit isa sa kanila hindi pasok sa standards ng pogi. But they found love. A lot is going on there not jst looks."
30-Mar,Nikhil Dubey,"Reserve Bank Governor Urjit Patel held a meeting with Finance Minister Arun Jaitely and is believed to have discussed the current economic situation, ahead of the first bi-monthly monetary policy review next week, @RBI @WeBankerss की सैलरी की बात की क्या?"
30-Mar,ILO,"Climate change is a huge risk to economic & social progress. Yet, climate action can lead to more&better jobs http://bit.ly/XJEbRx pic.twitter.com/iYmDPWxztg"
30-Mar,Craig Bro Dude,"This ""economic diversity"" thing is a crock of shit on so many counts I'm actually just gonna leave it alone lol"
30-Mar,Christine Lagarde,"Fascinating op-ed by @KGeorgieva on a new @WorldBank report on legal barriers discriminating against women. Eliminating these barriers, especially women's rights to property &access to financial services, would be an economic game-changer in many countries http://ow.ly/b8r330jePK9"
30-Mar,The Economist,"With populist nationalism on the rise, culture and identity may count for more than economic self-interest https://econ.st/2J43Y6C"
30-Mar,Paul Krugman,"If you try to put an economic value on the sickness and death caused by pollution, the numbers are huge; but if officials get a green light to be corrupt, they'll cheerfully impose those costs to raise a few companies' profits 6/ https://thinkprogress.org/economists-coal-is-incredibly-costly-990b86fadf59/ …"
30-Mar,Ed Henry,Will be on @WattersWorld Sat 8pm ET @FoxNews on @realDonaldTrump touting economic gains & @HillaryClinton still spinning 2016
30-Mar,Kent Page,"Investing in the prevention of violence against children is not only a moral obligation and an issue of #humanrights, it also makes economic sense. Let's create a world free from violence for all #children. @UN photo:@unicefindia @SDG2030 v/@SRSGVACpic.twitter.com/K9XEQFkbCU"
30-Mar,Mark Harrison,"Long awaited and hugely important for Russia's economic history: the economic effects of abolishing serfdom in 1861, by Andrei Markevich and @ezhuravskaya in @AEAJournals https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.20160144 …pic.twitter.com/s6T29ObVpF"
30-Mar,Andrea Mitchell,Tom Donilon: There needs to be economic pressure that Putin and his people really feel. #AMR
30-Mar,The Pe@cock,Homeboy really wants to put the economic center of Nigeria on standstill and press Naomi Campbell's breast on the same day . Legend.
30-Mar,Prof. Steve Hanke,"Inflation is rising, the Lira is declining and the overall economic situation in #Turkey is not looking good. Rampant corruption stemming from the #Erdogan dictatorship is making things worse.https://www.reuters.com/article/us-turkey-markets-currency/graphic-turkeys-economic-troubles-in-five-charts-idUSKBN1GZ2MK …"
30-Mar,son of a biscuit,"serious economic conference about marketing everyone: graphs, numbers, research me: pic.twitter.com/FhzvAgJTMP"
30-Mar,Eric Garland,"The destruction of American journalism has been an intentional operation, not economic happenstance. This is part of how they did it. https://twitter.com/byrosenberg/status/979435942128660480 …"
30-Mar,The Democrats,Hi Twitter! I'm @lornamaejohnson and I'm taking over the Democrats account today to talk about economic opportunity for women for #WomensHistoryMonth — including exactly what's at stake in 2018. - @lornamaejohnson
30-Mar,Official PDP Nigeria,"We have come to the conclusion that @NGRPresident and the @APCNigeria have the spirit of bitterness and vengeance. Such spirits are responsible for the economic dryness, divisiveness and hostility in the nation under their watch. pic.twitter.com/nebaXqhCq6"
30-Mar,Data2018 🖖 ❄,Hayden Shamel is running for US Representative AR04 She has earned her Bachelor's degree and Master's degrees in English Her work all over the 4th District of Arkansas has given her unique insight into the educational and economic needs of the people of this State pic.twitter.com/Dpm8tZioL5
30-Mar,Billy Corben,Federal grand jury subpoenas hidden records from Florida Gov. Rick Scott on tax break deal for Russian AK-47 assault rifle company that may have violated U.S. economic sanctions because Florida: http://www.floridabulldog.org/2018/03/federal-grand-jury-subpoenas-state-city-records-in-probe-of-maker-of-russian-assault-rifles/ …pic.twitter.com/gTHayyRMU5
30-Mar,INTRO TECHNOLOGIES,INTRO's application has been short-listed in the national contest of innovation projects sponsored by the Russian Ministry for Economic Development More information about the SCO strategy (in English): http://economy.gov.ru/en/home/press/news/201716117 …
30-Mar,Emmanuel Macron,"We need to combine technical and human progress, and economic and social transformation. #AIforhumanity"
30-Mar,Greg Abbott,Thank you for the collaboration between India and the U.S. on energy issues. The Strategic Energy Partnership will be beneficial to our mutual economic growth. #txlege #trade #energy #jobshttps://twitter.com/dpradhanbjp/status/979679568276721664 …
30-Mar,BremainInSpain,"Facebook is trying to silence us!refuses to let us post this article from London Economic, which has stated that Sergei Skripal, the spy poisoned, was investigating the collusion between Cambridge Analytica, AIQ & SCL! https://www.thelondoneconomic.com/ …/why-the-cambridg…/27/03/"
30-Mar,All India Mahila Congress,"Legal barriers that prevent women from working or limit their opportunities to own a business are having a negative impact on global growth and economic equality, a World Bank study has found. https://www.theguardian.com/global-development/2018/mar/30/no-women-no-growth-regressive-laws-prevent-economic-equality-world-bank-study?CMP=share_btn_tw …"
30-Mar,Lil Red Songbook,"An obscenely rich guy who could use his wealth to fight economic and structural inequality but who instead spends it on toys that only help himself? I mean, yeah, I can see it."
30-Mar,@RealScientists,"#LatinAmerica is vibrant, multicultural and dynamic. Latin American research is growing fast and becoming more visible on a global scale. But, the political and economic instability in several countries results in a lack of long-term goals that are essential to science."
30-Mar,Governor Hassan Joho,Mombasa is set to tap into China’s long history of innovation and trade expertise to attract investment in view of realization of Mombasa’s Vision 2035 and the Dongo Kundu Special Economic Zone project. We look forward to a fruitful and mutually beneficial relationship. pic.twitter.com/yQcjLwt07y
30-Mar,Dr Craig S Wright,"Bitcoin is an ECONOMIC system. It works due to incentives, not as it has what others think is the most pure structure, it is organic in nature. When you try and make it less so, you just break it."
30-Mar,Dr Norman Dunn,We continue our work along the Junction Road. We are steadfast in our commitment to improve the road network to facilitate economic opportunities and investment. #GetThingsDunnpic.twitter.com/SHHmFXuoeS
30-Mar,Mihir Sharma,Please remember this destruction of jobs happened under a majority government that inherited a recovering economy and benefited from falling commodity prices. An economic miracle -- in reverse.
30-Mar,Phelim Kine 林海,"Despicable: #China praises #Duterte 's murderous drug war for creating a ""sound environment for #Philippines' economic development"" http://bit.ly/2uA9tGU Slaughtering the poor as an economic growth strategy? https://www.hrw.org/news/2018/01/18/philippines-dutertes-drug-war-claims-12000-lives …"
30-Mar,Jeremy,"This is alarming. While corporate debt to earnings look healthy, corporate debt to the size of the economy is soaring. Keep in mind that non-cash GAAP earnings adjustments are rampant. Any economic slowing is going to give the bond market jitters. CC: @TheBubbleBubblepic.twitter.com/6TefLSLHRG"
30-Mar,Mihir Sharma,"""Employment in the total Indian economy shrank by 0.1% in 2015-16 & by 0.2% in 2014-15. Far from more jobs being created, employment has actually contracted."" Reminder that, in terms of economic management, this govt is the most incompetent we've had. https://www.livemint.com/Politics/sYBQOalLczD2rlAqE0xoWL/Forget-job-growth-employment-in-India-fell-between-2014-and.html …"
30-Mar,Ronna McDaniel,".@RepKevinBrady: The improvements to KORUS as well as the agreement on steel will strengthen the economic ties between our two countries and will be beneficial to American consumers, workers and manufacturers. https://www.washingtontimes.com/news/2018/mar/28/kevin-brady-hails-new-us-south-korea-trade-deal-be/ …"
30-Mar,Ivanka Trump,"Even critics can’t credibly argue with the results. @realDonaldTrump ‘s economic policies are fueling growth, opportunity & prosperity for all Americans! https://www.bloomberg.com/news/articles/2018-03-29/u-s-jobless-claims-decline-to-lowest-level-since-january-1973 …"
30-Mar,Larry Schweikart,"Analysis | There’s a surprising rebound in Trump country – and it could be short-lived https://wapo.st/2IhGXMm?tid=ss_tw&utm_term=.634202885b00 … Bwahahaha. ComPost forced to acknowledge economic boom, but ""could be short lived."" Yep. Like about 15 years."
30-Mar,Prakash Javadekar,In the interest of students of 12th class so that they will not be hampered in their future career their economic retest will happen on 25th April. So now no confusion .All the best (3/3)
30-Mar,GallupNews,57% of Americans would prioritize the environment over economic growth... http://on.gallup.com/2GUpsSH pic.twitter.com/GeaZxkmuVQ
30-Mar,Robert B #FBPE #FBR #ABTV #rEUnion,Long Read: What are the Economic Effects of Britain Leaving the EU? I wish every brexiter would read this but I'm not holding my breath http://www.brexitshambles.com/long-read-what-are-the-economic-effects-of-britain-leaving-the-eu/ … via @brexit_sham
30-Mar,Liz Kershaw,"On behalf of all self employed/freelance/PSCs workers I have written to my MP @andrealeadsom Leader of the House of Commons, attendee of The Cabinet, ex Economic Secretary to the Treasury requesting a private meeting pic.twitter.com/dJhocxucv6"
30-Mar,CGTN,Premier Li: China willing to work with Namibia to support economic globalization https://news.cgtn.com/news/7841544e316b7a6333566d54/share_p.html …
30-Mar,ھانیہ کاکڑ,"Have equal right with economic status in the general public, #PakEmpowersWomenpic.twitter.com/8TnfKS1BiQ"
30-Mar,Michael Linden,"Conservatives love to loudly complain about ""liberal bias"" in the media, but the truth is that when it comes to economic issues (and especially tax and budget issues), the media's bias is quite clearly conservative."
30-Mar,David Ndii,8/12 It is imperative that the recent efforts by counties to coordinate their development plans in clusters defined by geography and economic sectors be strongly encouraged both politically and practically (Majimbo? Sawa) #UnpackingTheHandshake in 12 tweets
30-Mar,Catherine McKenna,Forward-looking businesses recognize that #climate action is the biggest economic opportunity of this century. And they're on it! More than 1400 companies are factoring carbon pricing into their biz plans 89% of world's largest emitters have carbon emission target #Togetherhttps://twitter.com/wmbtweets/status/979708572497006594 …
30-Mar,Bola Ahmed Tinubu,"2. I have a prepared speech, but I am not going to dwell on that. Life is not without challenges. Our logo is broom, we come together, you have a Nigeria focusing against terrorism, against corruption and to promote economic revival of the country."
30-Mar,Jared Bernstein,"Beyond supply and demand: This oped captures all the key dynamics underpinning economic injustice: discrimination, wage-suppressing monopsony (firm concentration), regional disparities, union busting, and the relentless power to exploit. https://www.nytimes.com/2018/03/30/opinion/sunday/martin-luther-king-memphis.html?action=click&pgtype=Homepage&clickSource=story-heading&module=opinion-c-col-right-region&region=opinion-c-col-right-region&WT.nav=opinion-c-col-right-region …"
30-Mar,Mustafa Santiago Ali,"Saudi Arabia spending $200B to build the world’s largest solar project & creating 100,000 jobs...Trump Administration missing economic opportunities for USA to do the same. https://usat.ly/2GlzT4z via @usatoday #ClimateAction #RenewableEnergy #solarenergy #CLIMATECHANGE"
30-Mar,India Foundation,The bedrock of #NewIndia will be a globally competitive & innovation-driven New Economy that can create meaningful jobs & better quality of life for Indian citizens. Hear more about A New Economy for A New India at India Economic Summit 2018 Registration: https://docs.google.com/forms/d/e/1FAIpQLSe5aJdDO9MroXYTL8YNDQv3XN6jdgIVoHXuw5n7loKu3XcQFQ/viewform …pic.twitter.com/m7vf5ky3CX
30-Mar,Max Fanni Canelles,#Brexit implications: Alarming economic perspectives. January 2018 “EU Exit Analysis Cross Whitehall Briefing” created a discouragement since the future economic perspectives are alarming and almost every sector would suffer #BrexitFuture http://en.socialnews.it/2018/03/28/brexit-implications-alarming-economic-perspectives/ … by @Socialnews_IT
30-Mar,Peter Zeihan,"Style is a bit too preachy for me, but a great delineation of the classical economic reasons why China cannot win a trade war with United States. http://nationalinterest.org/feature/all-the-reasons-why-trump-can-win-trade-war-china-25094 …"
30-Mar,Phelim Kine 林海,"Despicable: #China praises #Duterte 's murderous drug war for creating a ""sound environment for #Philippines' economic development"" http://bit.ly/2uA9tGU Killing kids boost economic growth, asks @hrw?https://www.hrw.org/news/2017/09/09/philippines-abusive-drug-war-targets-children …"
30-Mar,ThinkProgress,"Stunning drops in solar, wind costs mean economic case for coal, gas is ‘crumbling’ http://bit.ly/2Gl1XkB pic.twitter.com/ulQFrkkQDm"
30-Mar,Bill Tufts,"It is disgusting that Team Trudeau would be lashing out so viciously against Canadians that don't share their political perspectives. It is part of the Culture Marxist program of the political, social and economic destruction of Canada. @Jill_Coltonpic.twitter.com/LlWaM37nxa"
30-Mar,🇺🇸Angel 🇺🇸,"http://www.breitbart.com/news/consumer-spending-up-in-feb-jobless-claims-at-45-year-low/ …The economy is doing great thanks to President Trump’s awesome economic policies! 4th quarter GDP growth 2.9% Jobless claims 215,000 lowest in 45 yearsIncomes increased .4%Spending up .2% #MAGA"
30-Mar,Uhuru Kenyatta,Ruling and opposition parties have an obligation to work together to deliver economic progress for the people they serve #KenyaMozambiqueRelations | @FNyusi @ForeignOfficeKE http://www.president.go.ke/2018/03/30/ruling-opposition-parties-have-obligation-to-work-together-to-deliver-economic-progress-president-kenyatta-says/ …pic.twitter.com/R6izp1A26X
30-Mar,Otto English,The plan is that we leave the EU and trade with Australia and our old commonwealth friends. Here's the reality of that economic position. https://twitter.com/callicramed/status/979668343715258369 …
30-Mar,The Long View ⚫️,Cash is King in 2018 (and bonds are outperforming stocks) Total Returns YTD: Cash: .3% Commodities: -.7% US Bonds: -1.2% US Equities: -1.6%
30-Mar,Mike Tholfsen,Watch @OpenUpResources explain how they foster equity in education by providing the highest-rated curricula to schools as FREE open educational resources. Now delivered in #OneNote Class Notebooks! Video here: https://vimeo.com/262065815 #mieexpert #tlap #edchatpic.twitter.com/Rn3BanGZpk
30-Mar,CPAC Chopra,I took out a home equity line of credit to help pay for Steve Mnuchin’s birthday party
30-Mar,Ryan : - ) ALL.,"[A relevant analogy to me would be arguing that, say, economic success by a venture capitalist PoC proves that venture capitalism can be a useful tool for equity, which seems absurd.]"
30-Mar,Aswath Damodaran,"US equity market pivoted from inflation to trade worries in March 2018, , but the month ended with questions about big tech. With heightened volatility, S&P down 2.7% for month, with ERP ticking up to 5.15% for 4/1/18. http://Damodaran.com pic.twitter.com/IUSvyM00tt"
30-Mar,Raoul Pal,"$GOOGL If anyone is in doubt how important the recent low was in Google, it's the 200 day moving average and the trend line on the log chart going back to inception. The US equity market will live or die by that line. Let's see... pic.twitter.com/5BfdoygKjr"
30-Mar,John McGinty,"I'm thrilled to be running for Equity Council!!! Please follow Fair Wage Onstage on Facebook, Instagram, and Twitter. And vote!!! Visit http://www.FairWageOnCouncil.org for more information on the candidates and what we're advocating for! http://www.fairwageoncouncil.org/"
30-Mar,Maker Ed,Great place to start if you want to think about #equity in your makerspace: https://twitter.com/JustinAglio/status/979715766273658881 …
30-Mar,Lisa Hart,From the ground up - I remember when we stood on a concrete floor with no roof/tiles but it all came together - 4 yrs later we have created a rich place of teaching & learning - we honoured his namesake by leading w/ courage & an equity mindset @jdemelo13 - it won’t be the same!pic.twitter.com/tL72O5jdyC
30-Mar,CoasterDeb,"I’ll let Talib’s words speak, as he summed it up well. I will add that it IS up to us white people to try and dismantle this racist system and work towards equity. Why does that frighten you? When others gain rights, they don’t take rights from you. It’s not pie. pic.twitter.com/kJ5lnn3zsb"
30-Mar,NYC Cultural Affairs,Cultural Workers: Apply for the newly launched #CreateNYC: Leadership Accelerator program to gain the skills to grow into leadership positions at your org. This program aims to promote diversity & equity in the cultural workforce. https://on.nyc.gov/2pRfl9S #NYCulturepic.twitter.com/4I9jrtQrwq
30-Mar,Howard Liu,"Compelling pyramid from @JulieSilverMD on increasing #HeForShe support on Twitter. I might suggest a 6th star for ""integrate #equity considerations into all future #leadership decisions beyond #SoMe."" #PROWD #WomenInMedicine @TomVargheseJrhttps://twitter.com/JulieSilverMD/status/979765570605338625 …"
30-Mar,Vince Gray,Good news about partial justice for DC after unprincipled withdrawal and broken promise by Walmart. I will continue to fight for #FoodJustice and equity on the East End! https://twitter.com/fenitn/status/979407465459671040 …
30-Mar,Sharla Falodi,"On April 3rd, at @TDSB's Unleashing Learning, @Farah_Rahemtula and I will be co-presenting on ""Developing our Equity Stance & Exploring Microaggressions."" It will be muddy, but it's going DOWN. Who's game? Session #3, Room 201C. @LC1_TDSB @LC4_TDSB #tdsbgc #tdsbvisionpic.twitter.com/JDnoD7NJMZ"
30-Mar,Matthew Green,Why can’t private equity drive Michael’s out of business. pic.twitter.com/U5CZDzYwzL
30-Mar,Grant Knowles,"“Everyone is an equity officer, or nobody is an equity officer.””Who gives a .... if a kid can read or write but hates themselves? We know how to measure hope, self-esteem, we know how to measure identity, we don’t have to invent it, we just have to be inventive in how we use it” pic.twitter.com/CBRN0ase4g – at HTHI Main Commons"
30-Mar,Philip Bell,We've recently had people mistake @STEMTeachTools as a for-profit company. We're flattered—but it is actually a group of academics collaborating w/ practitioners to co-design free tools to support educator learning about #NGSS & #equity. We are #NSFfunded.https://twitter.com/STEMTeachTools/status/979514806079311874 …
30-Mar,SJ Status of Women,"Did you know that on average, for every dollar a man makes in Newfoundland and Labrador, a woman makes just 66 cents? The women working at Dooly's will be demanding the whole damn dollar on Pay Equity Day, April 5. #PayUpNLpic.twitter.com/HYVFuqZoPj"
30-Mar,Pantomath AMC,The power of compounded growth in equity investing. pic.twitter.com/pH4VJ2xXoQ
30-Mar,Julia Peacock,"Well, you are a true patriot and ally of democracy. That deserves a follow. Thank you for your service to America, justice, equity, and truth. #Peacock4Congress #CA42 #ShesWithMe"
30-Mar,Byron Deeter,"Always fun to talk with @alex and @Katie_Roof and we had loads of great content to dive into this week! Equity podcast: DocuSign files, IPOs pile up, Dropbox soars and the markets gyrate https://tcrn.ch/2GjsgvD @bessemervp #cloud100"
30-Mar,Brett Whitmarsh,"Books are the answer! It might seem like an easy answer, but making sure every student gets high quality books takes a lot of effort. If you want to develop a lifelong reader, be inclusive, solve equity issues, get more books. Let interests & choice lead their reading https://twitter.com/heinemannpub/status/979486358183047168 …"
30-Mar,Dr T,"Kawanele Asante (@breastlessAfrik) is a lawyer, bioethicist, African cancer equity activist, and trailblazer who is committed to sharing innovative ideas on how the African cancer patient’s voice can be included in global cancer equity and research deliberations."
30-Mar,AMS Early Career,Equality vs Equity #AMSECLA18pic.twitter.com/9k2co9oLJL
30-Mar,A2SchoolsSuper,"Great read here - An abundance of research shows that integration is still one of the most effective tools that we have for achieving racial equity. Linda Brown and the Unfinished Work of School Integration, via @nytimeshttps://www.nytimes.com/2018/03/30/opinion/linda-brown-school-integration.html?smprod=nytcore-ipad&smid=nytcore-ipad-share …"
30-Mar,Vivien Leong,"April 16, 2018: Toronto City Hall rotunda – Transportation Equity: What are the next steps to achieve active and public #transportation #equity? H/T @TranspoEquityTO & @AEBCToronto @Walk_TO @ScarbCycles @TCATonline @BikeHost @ttcriders @CycleToronto @apbp @WalkBikePlaceshttps://twitter.com/GetInvolvedTO/status/979792125528363008 …"
30-Mar,Kingswoodkinder,Dear @KingswoodKinder Fam...On Tuesday April 3rd we will recognize the importance of equity and inclusion as we acknowledge Autism Awareness Month. Wear something BLUE to show your support!!! pic.twitter.com/Q1HEdYQF0s
30-Mar,EducationNC,"""Teacher #diversity is a necessary measure as part of broader strategy to provide equal educational opportunities for students of color...in other words, it is all about #equity."" @JEFordNCTOY kicking off our #teachingincolor series earlier this week #EdNChttps://www.ednc.org/2018/03/26/teaching-in-color-teachers-telling-their-own-stories/ …"
30-Mar,"Eric Chagala, EdD","“#Optimism is the most important human trait.” - @SethGodinLive #DL2018 inspires me optimistically that whatever our differences, we can bring #DeeperLearning to ALL #kids. #Equity is a #human right. We have a #generation of #educators rising who won’t stand for old ways anymore.pic.twitter.com/JIzuOyRi6E"
30-Mar,Jessi Gold,"But,medicine is not perfect & on this #nationaldoctorday , I pledge to fight for us- for equity and safety in the workplace @Equity_Quotient #TimesUp & our own wellness @thrive --for data and interventions to help the high rates of depression and suicide &burnout. @FailMedBlog /4"
30-Mar,UNESCO,"New handbook on measuring equity in #education offers practical guidance on how to reach all children, especially those who are denied the right to education because of disability, poverty, gender or location. http://on.unesco.org/2FMUvT9 #LeaveNoOneBehind #SDG4pic.twitter.com/Qd9GbHfq64"
30-Mar,Carson Elrod,"Hey, if you're in actors equity, consider voting for the #FairWageOnCouncil slate of candidates. It's an exciting group of aggressive, intelligent, and experienced actors and stage managers wanting to make Equity a stronger and more effective union. http://www.fairwageoncouncil.com"
30-Mar,Collin Eaton,"Private equity firms say Wall Street's pressure on their publicly traded rivals has given them an opening. “It’s a tough environment, but hope springs eternal in the PE business. They think maybe next year Exxon will show up"" to write them a check: https://www.houstonchronicle.com/business/energy/article/Private-equity-poised-for-oil-growth-as-public-12792385.php?utm_campaign=twitter-premium&utm_source=CMS%20Sharing%20Button&utm_medium=social …"
30-Mar,Project 1324,Meet the artists trailblazing for gender equity. #WomensHistoryMonthhttps://twitter.com/i/moments/979099113072373760 …
30-Mar,Pghers4PublicTransit,"Our director Laura Wiens will be speaking on a panel considering the impacts of Amazon's 1st headquarters on Seattle and how a 2nd Amazon headquarters in Pgh could affect public transit, housing prices, equity, democratic inclusiveness, accountability, ETC https://www.facebook.com/events/533905217003004/?notif_t=plan_user_associated&notif_id=1522279090271861 …"
30-Mar,Next Generation Science Standards,"This bookmark from @STEMTeachTools serves as a ""cheat sheet"" for the Three Dimensions of the #NGSS and (literally) puts equity first https://twitter.com/philiplbell/status/979046511051878400 …"
30-Mar,Liberal Arts at TAMU,"Student Spotlight: This is @JessGanttShafer ! Her PhD is in communication and she plans to continue teaching & researching about communication, media & technology , & issues of gender and other equity. Her favorite food is pizza & she grew up in the BCS area! @TAMUCommpic.twitter.com/EgPvghgFBY"
30-Mar,christin alvarado,it really does just take ONE. @TyroneCHoward @RigorRelevance #BetheOne #Equity #FamilyEngagementpic.twitter.com/n6dICo7pEX
30-Mar,Emerald Zoo,"I will grow it, and free share as often as possible. I have found being kind a renewable resource. And every once in a while a little finds it’s way back. So I figure somewhere I truly hope I’m building equity in the karma bank."
30-Mar,Julian Brigden,"Listen to my interview with @ErikSTownsend & @patrickceresna on @MacroVoices below! We discuss tsy yields, equity lookout, inflation & much more. Enjoy! https://twitter.com/MacroVoices/status/979507505414983680 …"
30-Mar,John Fowler,"For consumer goods execution is everything. Positive brand equity takes a lifetime, negative brand equity a moment #ACMPRhttps://twitter.com/trichomics/status/979726182399684610 …"
30-Mar,Erasmus+,"The @EU_Commisson's vision for European Education Area by 2025 includes EU support opportunities, raising quality & equity in education, digital skills, lifelong learning, a European dimension of teaching & more Learn more: https://ec.europa.eu/education/education-summit_en …pic.twitter.com/89zYMsw2KV"
30-Mar,Fight For 15,NJ Legislature sends historic pay equity bill to Gov. Murphy https://www.politico.com/states/new-jersey/story/2018/03/26/legislature-sends-historic-pay-equity-bill-to-murphy-329515 … #FightFor15pic.twitter.com/2SgDrzXZT0
30-Mar,Wikimedia Conference,Anna Torres (@annatorresadell) is the Exeuctive Director of Wikimedia Argentina and joins us for #wmcon. For #wmconfaces she told us: “We need equity in the way we work as a movement.” pic.twitter.com/y590f5r044
30-Mar,Bill Ivey,"Posted on my school’s announcement screen today: diversity vs. equity, inclusion vs. justice. pic.twitter.com/MSwmKGphOI"
30-Mar,Dr. Justin Aglio,5 Tips for Building a Maker Culture of Equity and Inclusion http://www.gettingsmart.com/2018/03/5-tips-for-building-maker-culture-of-equity-and-inclusion/ … @Getting_Smart | @NationOfMakers @Makerspaces_com @MakerEdOrg @DigitalPromise @remakelearning @AgencybyDesign @SchoolsThatCan @LEGO_Education @makepic.twitter.com/na8DeUBCe6
